productName|link|logo|productId|ranking|company_name|annualFee|badges1|badges2|badges3|badges4|balanceTransfer|bankName|cardProvider|cardType|currency|hasAirMiles|hasCashBack|hasPetrolRewards|hasPoints|interestRate|keyBenefit1|keyBenefit2|keyBenefit3|logoAltText|lowInterestThreshold|minMonthlyIncome|premium|cashBackRewardsRetail|cashBackRewardsSpecial|cashBackRewardsHotels|milesRewardsEnrichMiles|pointRewardsRetail|language|hasOctopus|hasPromotion|promoText|promoExpiry||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Premier MasterCard|http://www.hsbc.com.hk/1/2/hk/cards/premier|hsbc-premier-mastercard.jpg||1|20|0|||||0|HSBC|MasterCard|personal|HKD|TRUE|TRUE|FALSE|TRUE|34.46|Worldwide 24-hour emergency and travel assistance|Enjoy extra rewards from MasterCard Traveler Rewards programme and redeem rewards equivalent to 5% of any valid spend|Interest- free repayment period of up to eight weeks|HSBC MasterCard Premier MasterCard|32|0|TRUE|5||Yes|8|6X RewardCash and Mileage Programme|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
卓越理財萬事達卡|http://www.hsbc.com.hk/1/2/simplified/hk/cards/premier|hsbc-premier-mastercard.jpg||1|33|0|||||1|滙豐銀行|MasterCard|personal|HKD|TRUE|TRUE|FALSE|TRUE|34.46|專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務專享24小時全球旅遊及緊急支援服務|MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵MasterCard樂遊賞積分兌換相等於有效簽賬金額5%的獎勵|享有長達八星期的免息還款期|滙豐銀行 MasterCard 卓越理財萬事達卡|32|0|TRUE|5||Yes|8|6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」6X「奬賞錢」計劃及「飛行優惠計劃」|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Advance Visa Platinum Card|https://www.hsbc.com.hk/1/2/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-advance-visa-platinum-card.jpg||1|20|0|||||0|HSBC|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.46|Perpetual annual fee waiver for both primary and additional cards|Exclusive year-round dining and shopping offers||HSBC Visa Advance Visa Platinum Card|32|250000|FALSE|0||Yes|8|6X Red Hot Rewards Programme|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡|https://www.hsbc.com.hk/1/2/chinese/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-advance-visa-platinum-card.jpg||1|33|0|||||1|滙豐銀行|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.46|主卡及附屬卡均永久豁免年費|專享全年美饌及購物優惠||滙豐銀行 Visa 運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡運籌理財白金Visa卡|32|250000|FALSE|0||Yes|8|6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa Platinum Card|https://www.hsbc.com.hk/1/2/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-visa-platinum-card.jpg||1|20|1800|||||0|HSBC|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.46|Exclusive Visa Platinum concierge services|Visa Platinum Club exclusive offers|Exclusive worldwide shopping dining leisure and entertainment discounts|HSBC Visa Visa Platinum Card|32|250000|TRUE|0||Yes|8|6X Red Hot Rewards Programme|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡|https://www.hsbc.com.hk/1/2/chinese/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-visa-platinum-card.jpg||1|33|1800|||||1|滙豐銀行|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.46|專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務專享Visa白金卡私人助理服務|Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益Visa白金俱樂部尊貴權益|在全球各地專享購物、消閒及餐饗優惠|滙豐銀行 Visa 白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡白金Visa卡|32|250000|TRUE|0||Yes|8|6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa Gold Card|https://www.hsbc.com.hk/1/2/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-gold-credit-card.jpg||1|20|600|||||0|HSBC|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.46|Enjoy up to 56-day interest-free repayment period|Worldwide 24-hour emergency and travel assistance||HSBC Visa Visa Gold Card|32|60000|FALSE|0||Yes|8|6X Red Hot Rewards Programme|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡|https://www.hsbc.com.hk/1/2/chinese/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-gold-credit-card.jpg||1|33|600|||||1|滙豐銀行|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.46|兼享高達56天免息還款期|24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務||滙豐銀行 Visa 匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡匯財Visa金卡|32|60000|FALSE|0||Yes|8|6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Gold MasterCard|https://www.hsbc.com.hk/1/2/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-gold-mastercard.jpg||1|20|600|||||0|HSBC|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.46|Enjoy up to 56-day interest-free repayment period|Worldwide 24-hour emergency and travel assistance||HSBC Visa Gold MasterCard|32|60000|FALSE|0||Yes|8|6X Red Hot Rewards Programme|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
匯財萬事達金卡|https://www.hsbc.com.hk/1/2/chinese/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-gold-mastercard.jpg||1|33|600|||||1|滙豐銀行|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.46|兼享高達56天免息還款期|24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務24小時全球旅遊及緊急支援服務||滙豐銀行 Visa 匯財萬事達金卡|32|60000|FALSE|0||Yes|8|6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
UnionPay Dual Currency Diamond Card|https://www.hsbc.com.hk/1/2/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-unionpay-dual-currency-diamond-card.jpg||1|20|1800|||||0|HSBC|UnionPay|personal|DualDualDualDualDualDualDualDualDualDual|TRUE|FALSE|FALSE|TRUE|34.46|Assign the overall limit to HK$ and RMB card accounts according to your preferred allocation|China Medical and Travel Assist Service|Exclusive worldwide shopping dining leisure and entertainment discounts|HSBC UnionPay UnionPay Dual Currency Diamond Card|32|250000|TRUE|0||Yes|8|6X Red Hot Rewards Programme|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
銀聯雙幣鑽石卡|https://www.hsbc.com.hk/1/2/chinese/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-unionpay-dual-currency-diamond-card.jpg||1|33|1800|||||1|滙豐銀行|UnionPay|personal|DualDualDualDualDualDualDualDualDual|TRUE|FALSE|FALSE|TRUE|34.46|讓你自行分配總信用額到港幣及人民幣賬戶|中國醫療和旅遊支援服務|在全球各地專享購物、消閒及餐饗優惠|滙豐銀行 UnionPay 銀聯雙幣鑽石卡|32|250000|TRUE|0||Yes|8|6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
UnionPay Dual Currency Card|https://www.hsbc.com.hk/1/2/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-unionpay-dual-currency-card.jpg||1|20|300|||||0|HSBC|UnionPay|personal|DualDualDualDualDualDualDualDualDual|TRUE|FALSE|FALSE|TRUE|34.46|Assign the overall limit to HK$ and RMB card accounts according to your preferred allocation|China Medical and Travel Assist Service||HSBC UnionPay UnionPay Dual Currency Card|32|60000|FALSE|0||Yes|8|6X Red Hot Rewards Programme|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
銀聯雙幣信用卡|https://www.hsbc.com.hk/1/2/chinese/hk/cards/application?WABFormEntryCommand=cmd_init|hsbc-unionpay-dual-currency-card.jpg||3|33|300|||||1|滙豐銀行|UnionPay|personal|DualDualDualDualDualDualDualDualDual|TRUE|FALSE|FALSE|TRUE|34.46|讓你自行分配總信用額到港幣及人民幣賬戶|中國醫療和旅遊支援服務||滙豐銀行 UnionPay 銀聯雙幣信用卡|32|60000|FALSE|0||Yes|8|6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞6X最紅獎賞|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Platinum Credit Card|https://www252.americanexpress.com/inga2/hk/pers/begin.do?perform=IntlEapp:HK:platinum_credit&hkl=en&deliverycode=NOR5&stcode=071KZD00GP|american-express-platinum-credit-card.jpg||3|8|1600|||||0|American Express|American Express|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.49|Gourmet Club membership with up to 50% off on the a la carte dinner menu|Buy-1-Get-1-Free offer on Friday shows and 15% savings on regular price tickets purchased all year-round at Broadway PALACE and AMC Cinemas|2 freec complimentary Supplementary Cards|American Express American Express Platinum Credit Card|32|300000|TRUE|0||Yes|7.5|Up to 10 times bonus points|en|FALSE|TRUE|HK$ 500 citysuper cash vouchers  5X Membership Rewards points  capped at 600000 points and 4 complimentary Broadway PALACE or AMC Cinemas movie tickets|31/03/2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡|https://www252.americanexpress.com/inga2/hk/pers/begin.do?perform=IntlEapp:HK:gold_credit&hkl=ch&sourcecode=ANB0300161&deliverycode=NORA&creditcode=60406&stcode=001DOG00GNhttps://www252.americanexpress.com/inga2/hk/pers/begin.do?perform=IntlEapp:HK:platinum_credit&hkl=en&deliverycode=NOR5&stcode=071KZD00GP|american-express-platinum-credit-card.jpg||3|45|1600|||||0|美國運通|American Express|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.49|免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠免費美膳會會籍及晚膳自選餐饌高達50%折扣優惠|於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠於全港百老匯、PALACE或AMC戲院星期五戲票「買一送一」及正價戲票全年85折優惠|2張免費附屬卡|美國運通 American Express 白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡白金信用卡|32|300000|TRUE|0||Yes|7.5|高達10倍積分獎賞高達10倍積分獎賞高達10倍積分獎賞高達10倍積分獎賞高達10倍積分獎賞高達10倍積分獎賞高達10倍積分獎賞高達10倍積分獎賞高達10倍積分獎賞高達10倍積分獎賞|zh|FALSE|TRUE|HK$ 500 citysuper 現金劵  5倍積分獎賞  賺到高達600000美國運通積分及 4 張免費電影戲票|31/03/2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Cathay Pacific Elite Credit Card|https://www252.americanexpress.com/inga2/hk/pers/begin.do?perform=IntlEapp:HK:cathay_elite&hkl=en&mmcode=Q05ITF50|american-express-cathay-pacific-elite-credit-card.jpg||3|8|0|||||0|American Express|American Express|personal|HKD|TRUE|FALSE|FALSE|FALSE|34.49|First-year annual fee waiver of HK$1800|Free access to more than 600 VIP airport lounges worldwide in the first 12 months|Travel Accident Insurance with coverage up to HK$3.5 million|American Express American Express Cathay Pacific Elite Credit Card|32|300000|TRUE|0||Yes|4||en|FALSE|TRUE|Welcome Offers up to 76000 Asia Mles|31-3-2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡|https://www252.americanexpress.com/inga2/hk/pers/begin.do?perform=IntlEapp:HK:cathay_elite&hkl=ch&mmcode=Q05ITF50|american-express-cathay-pacific-elite-credit-card.jpg||3|45|0|||||0|美國運通|American Express|personal|HKD|TRUE|FALSE|FALSE|FALSE|34.49|豁免首年年費HK$1800|首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室首12個月無限次享用全球逾600間機場貴賓候機室|旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000旅遊意外保障金額高達HK$3500000|美國運通 American Express 國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡國泰航空尊尚信用卡|32|300000|TRUE|0||Yes|4||zh|FALSE|TRUE|迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數迎新獎賞高達76000「亞洲萬里通」里數|31-3-2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Cathay Pacific Credit Card|https://www252.americanexpress.com/inga2/hk/pers/begin.do?perform=IntlEapp:HK:cathay_credit&hkl=en&mmcode=Q04ITF52|american-express-cathay-pacific-credit-card.jpg||3|8|0|||||0|American Express|American Express|personal|HKD|TRUE|FALSE|FALSE|FALSE|34.49|First-year annual fee waiver of HK$980|2 Plaza Premium Lounge access coupons each year|Earn extra Asia Miles when you spend on inflights sales purchases Cathay Pacific flight bookings and Cathay Holidays|American Express American Express Cathay Pacific Credit Card|32|150000|FALSE|0||Yes|5.3||en|FALSE|TRUE|Welcome Offers up to 74000 Asia Mles|31-3-2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡|https://www252.americanexpress.com/inga2/hk/pers/begin.do?perform=IntlEapp:HK:cathay_credit&hkl=ch&mmcode=Q04ITF52|american-express-cathay-pacific-credit-card.jpg||1|45|0|||||0|美國運通|American Express|personal|HKD|TRUE|FALSE|FALSE|FALSE|34.49|豁免首年年費HK$980|每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券每年送贈2張免費專享環亞機場貴賓候機室之入場券|憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數憑卡於國泰航空航機上購物、訂購國泰航空機票、國泰假期旅遊套票或酒店住宿均可獲額外「亞洲萬里通」里數|美國運通 American Express 國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡國泰航空信用卡|32|150000|FALSE|0||Yes|5.3||zh|FALSE|TRUE|迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數迎新獎賞高達74000「亞洲萬里通」里數|31-3-2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
JCB PLATINUM Card|https://www.hkbea.com/whp_appform/whp_cred_corecard.html?|bank-of-east-asia-jcb-platinum-card.jpg||1|11|0|||||0|Bank of East Asia |JCB|personal|HKD|FALSE|TRUE|FALSE|FALSE|34.49|Priority Booking Services for spectaculars concert|Octopus Automatic Add-Value Service||Bank of East Asia  JCB JCB PLATINUM Card|32|40000|FALSE|0.4|250 points =1 HK$|No|0||en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡|https://www.hkbea.com/whp_appform/whp_c_cred_corecard.html?|bank-of-east-asia-jcb-platinum-card.jpg||1|42|0|||||0|東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行|JCB|personal|HKD|FALSE|TRUE|FALSE|FALSE|34.49|優先預訂人氣演唱會門票優先預訂人氣演唱會門票優先預訂人氣演唱會門票優先預訂人氣演唱會門票優先預訂人氣演唱會門票優先預訂人氣演唱會門票優先預訂人氣演唱會門票優先預訂人氣演唱會門票優先預訂人氣演唱會門票優先預訂人氣演唱會門票|八達通自動增值服務八達通自動增值服務八達通自動增值服務八達通自動增值服務八達通自動增值服務八達通自動增值服務八達通自動增值服務八達通自動增值服務八達通自動增值服務八達通自動增值服務||東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行東亞銀行 JCB  JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡 JCB白金卡|32|40000|FALSE|0.4|250積分=1港幣250積分=1港幣250積分=1港幣250積分=1港幣250積分=1港幣250積分=1港幣250積分=1港幣250積分=1港幣250積分=1港幣250積分=1港幣|No|0||zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PLATINUM MasterCard|https://www.hkbea.com/whp_appform/whp_cred_corecard.html?|bank-of-east-asia-platinum-mastercard.jpg||1|11|0|||||0|Bank of East Asia |MasterCard|personal|HKD|FALSE|FALSE|FALSE|TRUE|34.49|Year-Round Entertainment Privileges on Cinemas and concerts|Year-Round Dining and Shopping Privileges|Octopus Automatic Add-Value Service|Bank of East Asia  MasterCard PLATINUM MasterCard|32|40000|FALSE|0||Yes|0|1 HK$/CNY spend=1 Bonus Point|en|TRUE|TRUE|Extra HK$200 Cash Rebate for new BEA Customers + 2 year annual fee waiver + HK$100 online application rebate + HK$20 for choosing e-statement+ choice from 4 products|30/11/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
